amount,hour_of_day,day_of_week,is_weekend,is_night,merchant_category,is_foreign_country,transaction_count_1h,transaction_count_24h,amount_vs_avg_ratio,is_new_merchant,is_high_risk_category,label
1152.46,6,2,0,0,pharmacy,0,1,3,0.51,1,0,0
61.53,5,1,0,0,online_shopping,0,1,9,0.88,0,0,0
106.11,21,2,0,0,pharmacy,0,1,1,1.63,0,0,0
108.66,15,0,0,0,online_shopping,0,2,8,1.67,0,0,0
624.5,6,6,1,0,retail,0,1,8,1.32,1,0,0
86.13,12,2,0,0,grocery,0,3,5,0.59,0,0,0
141.68,16,5,1,0,pharmacy,0,1,4,1.19,0,0,0
1149.29,8,1,0,0,retail,0,1,5,0.67,0,0,0
196.34,8,3,0,0,utilities,0,2,9,0.77,0,0,0
32.81,6,3,0,0,pharmacy,0,1,5,0.61,0,0,0
120.37,1,6,1,1,entertainment,1,2,7,1.7,0,0,0
128.29,11,2,0,0,grocery,0,2,8,1.51,0,0,0
144.5,14,2,0,0,pharmacy,0,2,6,1.93,0,0,0
210.27,5,1,0,0,restaurant,0,1,9,1.58,0,0,0
459.83,16,0,0,0,retail,0,2,7,1.81,0,0,0
837.06,7,3,0,0,pharmacy,0,1,3,0.6,0,0,0
55.56,16,0,0,0,entertainment,0,1,9,0.67,0,0,0
49.18,20,4,0,0,pharmacy,0,3,2,1.34,0,0,0
1267.01,9,4,0,0,grocery,0,1,7,1.51,0,0,0
61.81,11,6,1,0,online_shopping,0,2,8,0.84,0,0,0
283.13,21,2,0,0,grocery,0,1,3,1.27,0,0,0
467.71,16,5,1,0,online_shopping,0,1,5,1.29,0,0,0
17.25,9,3,0,0,restaurant,0,2,1,1.33,0,0,0
286.36,21,1,0,0,restaurant,0,2,6,0.84,0,0,0
1409.17,20,1,0,0,electronics,0,1,9,1.65,0,0,0
1261.07,10,6,1,0,retail,0,1,6,1.2,1,0,0
820.62,16,0,0,0,utilities,0,1,7,1.48,0,0,0
278.43,16,3,0,0,grocery,0,1,7,1.2,0,0,0
52.84,16,6,1,0,restaurant,0,1,9,0.88,0,0,0
102.36,8,5,1,0,gas_station,0,1,3,1.62,0,0,0
344.84,11,1,0,0,electronics,0,48,49,1.81,1,0,1
548.51,9,4,0,0,retail,1,1,5,1.03,0,0,0
115.51,6,2,0,0,utilities,0,1,4,1.81,0,0,0
731.79,12,5,1,0,electronics,0,3,2,1.21,0,0,0
445.09,12,6,1,0,travel,0,1,4,0.85,1,0,0
272.18,17,0,0,0,grocery,0,4,8,1.56,0,0,0
196.59,16,4,0,0,retail,0,1,5,1.21,0,0,0
90.79,4,5,1,1,online_shopping,0,1,1,1.84,0,0,0
119.98,23,0,0,1,online_shopping,0,2,2,1.55,0,0,0
103.64,9,4,0,0,electronics,1,1,6,0.96,0,0,0
312.43,10,5,1,0,retail,0,1,7,1.79,0,0,0
475.32,18,3,0,0,grocery,0,1,6,0.53,0,0,0
128.16,13,0,0,0,pharmacy,0,1,2,1.71,0,0,0
49.03,5,6,1,0,pharmacy,0,1,7,1.71,0,0,0
105.39,15,1,0,0,retail,0,2,7,1.89,0,0,0
351.66,6,1,0,0,gas_station,0,2,3,1.91,0,0,0
266.64,18,6,1,0,grocery,0,2,7,1.93,0,0,0
7.86,10,3,0,0,grocery,0,3,1,1.21,0,0,0
9.28,19,1,0,0,electronics,0,1,3,0.81,0,0,0
298.73,7,6,1,0,entertainment,0,3,2,0.65,0,0,0
30.59,16,4,0,0,utilities,0,1,6,1.95,0,0,0
226.89,15,5,1,0,pharmacy,0,1,3,1.99,0,0,0
43.06,18,1,0,0,travel,0,2,5,1.51,1,0,0
95.95,12,3,0,0,utilities,0,1,1,1.02,0,0,0
282.62,20,1,0,0,entertainment,0,1,8,0.57,0,0,0
452.25,5,2,0,0,grocery,0,1,9,1.18,0,0,0
144.52,19,1,0,0,utilities,0,3,6,0.94,0,0,0
242.64,11,6,1,0,pharmacy,0,1,4,1.74,0,0,0
66.44,17,4,0,0,grocery,0,2,4,0.65,0,0,0
883.51,13,6,1,0,travel,1,4,9,1.96,1,0,0
401.17,18,2,0,0,pharmacy,0,1,5,0.81,0,0,0
191.36,11,2,0,0,electronics,0,1,7,1.67,0,0,0
462.82,9,0,0,0,utilities,0,4,7,1.58,1,0,0
105.93,8,5,1,0,utilities,0,2,5,1.41,0,0,0
27.71,18,4,0,0,electronics,0,1,9,0.75,0,0,0
106.5,22,1,0,0,pharmacy,0,2,7,1.06,0,0,0
131.4,19,4,0,0,entertainment,0,1,3,0.99,0,0,0
123.82,17,4,0,0,pharmacy,1,2,1,1.72,0,0,0
142.95,3,6,1,1,retail,0,2,4,1.6,0,0,0
1125.09,13,1,0,0,travel,0,3,8,1.25,0,0,0
650.69,17,3,0,0,gas_station,0,2,3,1.79,0,0,0
286.81,16,1,0,0,restaurant,1,2,7,1.7,0,0,0
210.1,6,5,1,0,gas_station,0,3,4,0.6,0,0,0
147.96,6,6,1,0,gas_station,0,1,9,1.98,0,0,0
191.11,20,1,0,0,online_shopping,0,1,1,1.24,0,0,0
362.61,16,0,0,0,gambling,0,56,57,2.66,0,0,1
45.32,13,1,0,0,retail,0,1,2,1.34,0,0,0
200.73,13,5,1,0,travel,0,2,6,1.34,1,0,0
388.33,19,5,1,0,grocery,0,1,6,1.32,1,0,0
124.26,12,1,0,0,gas_station,0,1,7,1.02,0,0,0
106.92,14,5,1,0,utilities,0,1,9,0.78,1,0,0
107.52,17,4,0,0,online_shopping,0,2,4,1.88,1,0,0
372.56,13,6,1,0,travel,1,3,2,1.05,0,0,0
512.42,3,5,1,1,pawn_shop,1,7,7,6.72,1,1,1
962.03,13,3,0,0,entertainment,0,1,4,0.69,0,0,0
106.32,21,0,0,0,restaurant,0,2,7,0.91,0,0,0
442.96,5,3,0,0,grocery,0,3,6,0.72,1,0,0
333.68,6,5,1,0,grocery,0,3,9,1.44,0,0,0
77.91,1,5,1,1,electronics,0,1,4,1.63,0,0,0
111.0,12,1,0,0,retail,0,1,1,1.92,0,0,0
1375.9,14,0,0,0,retail,0,1,1,1.52,0,0,0
111.09,17,5,1,0,entertainment,0,3,1,1.52,0,0,0
143.24,3,2,0,1,online_shopping,0,2,2,1.8,0,0,0
200.25,11,0,0,0,retail,0,2,5,1.51,1,0,0
121.87,2,6,1,1,pharmacy,0,1,9,0.76,0,0,0
93.15,7,1,0,0,electronics,0,2,4,1.17,0,0,0
129.22,14,1,0,0,electronics,0,2,7,0.99,0,0,0
225.84,13,1,0,0,electronics,0,2,2,1.21,0,0,0
231.99,12,3,0,0,online_shopping,0,1,4,0.53,0,0,0
77.71,19,3,0,0,electronics,0,1,7,1.18,0,0,0
79.03,16,4,0,0,utilities,0,1,6,1.74,0,0,0
56.78,19,6,1,0,utilities,0,3,4,0.79,1,0,0
6.44,20,5,1,0,online_shopping,0,1,1,1.28,0,0,0
1117.56,10,5,1,0,electronics,0,1,4,1.31,0,0,0
101.53,17,6,1,0,retail,0,2,4,1.99,1,0,0
140.83,9,0,0,0,grocery,0,2,1,0.89,1,0,0
118.56,15,2,0,0,restaurant,0,1,4,1.8,1,0,0
73.45,17,3,0,0,online_shopping,0,1,8,1.96,0,0,0
91.46,11,3,0,0,entertainment,0,1,8,1.93,0,0,0
1391.35,8,0,0,0,utilities,0,1,2,0.96,0,0,0
477.5,20,5,1,0,online_shopping,0,2,9,1.89,0,0,0
96.31,8,3,0,0,travel,0,1,9,1.73,1,0,0
118.34,13,6,1,0,entertainment,0,3,6,0.88,0,0,0
567.43,18,4,0,0,pharmacy,0,3,2,1.27,0,0,0
153.56,8,0,0,0,pharmacy,0,2,3,0.52,0,0,0
78.38,19,6,1,0,grocery,0,2,4,1.83,0,0,0
82.47,18,6,1,0,travel,0,1,9,1.17,0,0,0
133.11,5,0,0,0,gas_station,0,3,8,0.79,0,0,0
245.65,12,6,1,0,retail,0,1,5,0.89,0,0,0
194.2,16,5,1,0,retail,0,1,5,1.34,0,0,0
21.62,12,4,0,0,gas_station,0,2,6,0.74,0,0,0
72.77,4,5,1,1,utilities,0,1,7,1.8,0,0,0
124.5,6,2,0,0,utilities,0,1,6,0.84,0,0,0
838.0,13,5,1,0,entertainment,0,1,2,1.63,0,0,0
60.45,11,3,0,0,electronics,0,2,8,1.39,0,0,0
70.07,21,3,0,0,electronics,0,1,8,0.87,0,0,0
1181.09,16,6,1,0,electronics,0,3,9,1.9,0,0,0
91.34,9,5,1,0,entertainment,0,2,3,1.55,1,0,0
85.77,9,6,1,0,grocery,0,2,9,1.74,0,0,0
363.23,18,1,0,0,restaurant,0,3,8,1.96,0,0,0
1102.28,4,1,0,1,travel,1,2,9,5.04,1,0,1
118.49,12,0,0,0,travel,0,1,5,1.17,1,0,0
1493.71,13,6,1,0,online_shopping,0,3,4,1.9,1,0,0
70.01,20,4,0,0,retail,0,3,6,1.32,0,0,0
90.18,11,2,0,0,retail,0,1,9,1.61,0,0,0
344.19,7,0,0,0,online_shopping,1,3,4,1.64,0,0,0
50.31,20,4,0,0,retail,0,2,4,0.87,0,0,0
15.91,14,1,0,0,entertainment,0,1,2,1.85,0,0,0
12.65,7,1,0,0,grocery,0,2,6,1.85,0,0,0
144.31,9,1,0,0,travel,0,2,2,1.31,0,0,0
37.63,14,2,0,0,online_shopping,0,2,3,1.28,0,0,0
3.03,11,2,0,0,pawn_shop,0,26,33,0.01,0,1,1
363.83,16,6,1,0,electronics,1,3,1,0.53,0,0,0
97.21,16,4,0,0,entertainment,0,2,6,0.62,0,0,0
386.54,18,5,1,0,electronics,0,1,6,1.29,1,0,0
145.49,13,6,1,0,travel,0,3,2,0.94,0,0,0
300.61,21,3,0,0,retail,0,2,2,1.68,1,0,0
88.43,14,5,1,0,online_shopping,0,1,6,0.92,1,0,0
450.23,19,5,1,0,travel,0,1,4,1.02,0,0,0
140.09,22,1,0,0,electronics,0,2,8,1.16,0,0,0
28.38,10,0,0,0,entertainment,0,1,3,1.66,1,0,0
263.95,14,6,1,0,entertainment,0,1,7,1.34,0,0,0
11.75,20,4,0,0,online_shopping,0,2,6,0.79,0,0,0
8.84,16,1,0,0,retail,0,2,8,0.81,0,0,0
67.79,2,4,0,1,grocery,0,1,1,1.1,0,0,0
129.93,12,5,1,0,pharmacy,0,2,5,0.57,0,0,0
111.45,9,2,0,0,online_shopping,0,2,1,0.74,0,0,0
7994.64,1,4,0,1,crypto,1,2,5,10.58,1,1,1
34.49,14,2,0,0,entertainment,0,1,1,1.28,0,0,0
268.55,6,6,1,0,travel,0,3,4,1.12,0,0,0
49.86,15,6,1,0,utilities,0,2,8,0.59,0,0,0
469.72,15,6,1,0,restaurant,0,1,7,1.23,0,0,0
257.3,10,6,1,0,electronics,0,1,6,1.47,0,0,0
16.17,11,5,1,0,grocery,0,2,5,0.6,0,0,0
98.31,7,5,1,0,electronics,0,1,2,1.54,0,0,0
35.21,21,3,0,0,gas_station,0,3,1,1.96,1,0,0
122.61,6,3,0,0,utilities,0,1,8,1.88,0,0,0
2924.33,3,3,0,1,crypto,0,1,1,9.67,1,1,1
81.2,17,5,1,0,utilities,0,1,1,1.97,1,0,0
320.63,19,1,0,0,gas_station,0,1,3,0.79,0,0,0
40.11,6,5,1,0,utilities,0,2,3,1.43,0,0,0
57.65,21,5,1,0,electronics,0,2,3,0.6,0,0,0
235.31,9,5,1,0,gas_station,0,2,9,1.29,0,0,0
108.32,8,4,0,0,travel,0,2,4,0.68,0,0,0
488.15,11,6,1,0,gas_station,0,1,8,0.51,0,0,0
407.3,16,4,0,0,unknown,0,55,59,1.65,0,0,1
149.38,22,4,0,0,gas_station,0,3,2,1.04,0,0,0
216.49,8,3,0,0,grocery,0,2,2,1.2,1,0,0
243.61,14,1,0,0,retail,0,1,1,0.76,0,0,0
384.75,11,4,0,0,utilities,0,1,7,1.12,1,0,0
218.96,6,0,0,0,pharmacy,0,1,3,1.34,0,0,0
110.31,12,6,1,0,travel,0,1,9,1.43,1,0,0
92.38,20,6,1,0,restaurant,0,1,1,1.86,0,0,0
190.17,15,3,0,0,electronics,0,2,2,0.62,0,0,0
63.58,19,5,1,0,grocery,0,1,8,1.19,0,0,0
92.02,20,0,0,0,entertainment,0,3,9,1.39,0,0,0
75.56,12,6,1,0,entertainment,0,1,4,1.18,0,0,0
1417.48,9,2,0,0,retail,0,1,9,1.15,0,0,0
49.39,11,6,1,0,restaurant,1,1,6,0.95,1,0,0
24.71,7,4,0,0,gas_station,0,1,7,1.51,0,0,0
1206.45,7,0,0,0,entertainment,0,1,7,1.61,0,0,0
96.19,17,6,1,0,utilities,0,1,2,1.67,0,0,0
27.61,20,4,0,0,electronics,0,2,9,0.62,0,0,0
111.42,19,6,1,0,grocery,0,2,8,1.12,0,0,0
1407.86,18,2,0,0,retail,0,2,4,1.09,0,0,0
439.69,11,2,0,0,travel,0,3,1,0.77,0,0,0
144.22,19,5,1,0,travel,0,4,4,1.07,0,0,0
30.32,14,1,0,0,pharmacy,0,2,6,1.51,0,0,0
31.45,11,0,0,0,restaurant,0,2,8,1.93,0,0,0
114.84,12,1,0,0,pharmacy,0,3,2,1.6,0,0,0
8.52,19,3,0,0,entertainment,0,2,7,1.8,0,0,0
256.55,11,1,0,0,restaurant,0,1,1,1.27,0,0,0
300.44,17,2,0,0,restaurant,0,1,1,1.22,0,0,0
108.84,11,6,1,0,online_shopping,0,1,1,1.23,0,0,0
62.92,14,3,0,0,gas_station,0,1,4,1.73,1,0,0
392.05,11,1,0,0,online_shopping,0,1,1,1.21,0,0,0
58.7,9,2,0,0,pharmacy,0,3,6,1.54,0,0,0
107.67,15,0,0,0,retail,0,2,4,0.74,1,0,0
142.46,18,0,0,0,utilities,0,2,1,0.97,0,0,0
395.71,18,2,0,0,utilities,0,2,3,0.95,0,0,0
52.89,11,1,0,0,travel,0,2,2,1.5,0,0,0
430.38,14,3,0,0,utilities,0,1,1,1.91,0,0,0
240.72,7,5,1,0,pharmacy,0,2,5,1.52,0,0,0
56.65,18,6,1,0,pharmacy,0,1,7,1.32,0,0,0
711.64,11,5,1,0,restaurant,0,3,4,1.91,0,0,0
144.04,11,5,1,0,online_shopping,0,1,2,0.73,0,0,0
137.29,9,6,1,0,online_shopping,0,1,8,1.17,0,0,0
911.44,17,6,1,0,restaurant,0,2,6,1.64,0,0,0
82.92,8,1,0,0,online_shopping,0,1,8,0.54,0,0,0
732.97,6,4,0,0,restaurant,0,1,1,1.37,0,0,0
46.63,7,3,0,0,travel,0,1,3,1.62,0,0,0
109.58,19,1,0,0,travel,1,1,2,0.75,0,0,0
441.03,7,3,0,0,retail,0,1,1,0.52,0,0,0
106.68,17,4,0,0,grocery,0,1,9,1.32,0,0,0
231.93,10,4,0,0,online_shopping,0,1,7,1.11,0,0,0
427.55,19,4,0,0,entertainment,0,2,8,1.02,0,0,0
195.52,22,2,0,0,utilities,0,2,5,1.48,0,0,0
262.84,5,0,0,0,grocery,0,1,7,1.06,0,0,0
116.17,14,5,1,0,utilities,0,1,2,1.96,0,0,0
950.12,9,5,1,0,restaurant,0,1,9,1.61,0,0,0
204.58,9,1,0,0,online_shopping,0,2,6,1.87,0,0,0
9.91,16,5,1,0,retail,0,3,4,0.52,0,0,0
0.79,23,5,1,0,crypto,0,29,35,0.07,0,1,1
265.3,13,3,0,0,pharmacy,0,2,2,0.56,0,0,0
246.87,11,3,0,0,electronics,0,1,1,0.87,0,0,0
279.67,14,3,0,0,entertainment,0,2,8,0.7,0,0,0
142.16,11,1,0,0,grocery,0,3,2,1.08,1,0,0
429.67,10,5,1,0,grocery,0,1,6,0.67,0,0,0
197.82,0,6,1,1,grocery,0,2,5,1.36,0,0,0
125.84,11,3,0,0,travel,0,1,3,1.46,0,0,0
59.93,21,2,0,0,travel,0,1,4,1.0,0,0,0
144.33,8,5,1,0,gas_station,0,2,3,0.64,0,0,0
92.8,11,2,0,0,online_shopping,0,1,1,1.73,0,0,0
336.8,13,5,1,0,online_shopping,0,2,8,0.93,0,0,0
369.98,15,0,0,0,pharmacy,0,1,8,1.12,0,0,0
132.95,6,5,1,0,travel,0,2,9,1.02,0,0,0
129.11,19,6,1,0,utilities,0,1,4,0.88,0,0,0
335.13,20,6,1,0,restaurant,0,3,9,1.49,0,0,0
369.08,12,0,0,0,restaurant,1,2,7,0.61,0,0,0
785.36,17,3,0,0,restaurant,0,2,5,0.69,0,0,0
10093.87,19,0,0,0,crypto,0,1,10,39.33,0,1,1
4.17,16,6,1,0,unknown,0,17,19,0.08,1,1,1
38.03,16,5,1,0,electronics,0,1,9,1.89,0,0,0
50.59,11,3,0,0,restaurant,0,2,9,1.32,0,0,0
19.36,16,3,0,0,gas_station,0,2,2,1.21,0,0,0
28.87,20,6,1,0,travel,0,2,2,0.52,0,0,0
129.71,17,1,0,0,online_shopping,0,1,2,1.94,0,0,0
117.69,11,4,0,0,gas_station,1,3,9,1.27,0,0,0
44.99,14,4,0,0,entertainment,0,1,9,1.66,0,0,0
6.77,14,3,0,0,retail,0,4,2,1.23,0,0,0
54.63,15,6,1,0,gas_station,0,3,5,0.95,0,0,0
30.25,13,0,0,0,utilities,0,2,6,0.93,0,0,0
213.76,8,6,1,0,restaurant,0,1,5,1.97,0,0,0
387.47,11,0,0,0,grocery,1,1,6,1.84,0,0,0
56.47,23,4,0,1,restaurant,0,2,8,1.73,0,0,0
485.8,10,5,1,0,electronics,0,1,2,1.84,0,0,0
399.11,7,4,0,0,retail,0,1,6,1.12,0,0,0
424.26,8,3,0,0,online_shopping,0,1,5,1.53,0,0,0
433.63,5,1,0,0,online_shopping,0,2,9,1.46,0,0,0
481.5,7,5,1,0,retail,0,2,8,1.01,0,0,0
1233.9,12,3,0,0,retail,0,1,8,1.1,0,0,0
239.01,18,5,1,0,utilities,0,1,1,0.86,1,0,0
28.72,17,1,0,0,gas_station,0,1,4,1.39,1,0,0
74.65,9,4,0,0,retail,0,1,3,1.84,0,0,0
197.98,7,1,0,0,travel,0,2,1,0.57,0,0,0
422.95,21,2,0,0,travel,0,3,3,1.74,0,0,0
44.93,12,4,0,0,retail,1,1,4,0.98,0,0,0
222.94,6,6,1,0,restaurant,1,1,8,0.73,0,0,0
113.35,8,1,0,0,utilities,0,1,8,1.7,1,0,0
41.83,9,1,0,0,electronics,0,4,2,0.75,0,0,0
8.8,11,6,1,0,restaurant,0,2,4,1.64,1,0,0
34.23,13,3,0,0,retail,0,1,9,1.73,0,0,0
287.89,15,6,1,0,travel,0,1,6,1.01,0,0,0
139.87,20,0,0,0,retail,0,2,5,0.81,0,0,0
400.61,12,1,0,0,entertainment,0,1,1,0.54,1,0,0
82.48,19,1,0,0,pharmacy,0,3,1,0.86,0,0,0
30.15,18,1,0,0,pharmacy,0,3,9,0.62,0,0,0
9.52,6,0,0,0,retail,0,1,9,1.1,0,0,0
1622.34,0,5,1,1,wire_transfer,1,3,11,9.57,1,1,1
88.35,19,0,0,0,restaurant,0,1,3,1.73,0,0,0
127.18,11,3,0,0,electronics,0,3,7,0.75,0,0,0
136.89,14,2,0,0,electronics,0,4,8,1.41,0,0,0
96.14,10,3,0,0,entertainment,0,2,2,1.89,0,0,0
112.41,13,6,1,0,retail,1,1,7,0.58,0,0,0
1009.72,8,3,0,0,restaurant,0,2,3,1.09,0,0,0
315.33,11,0,0,0,utilities,0,2,1,2.0,0,0,0
88.53,9,0,0,0,online_shopping,0,1,7,1.96,1,0,0
179.71,17,2,0,0,entertainment,0,1,3,1.28,0,0,0
203.18,16,5,1,0,utilities,0,2,2,1.06,0,0,0
111.6,13,1,0,0,pharmacy,0,2,6,0.99,0,0,0
1025.53,12,2,0,0,online_shopping,0,1,6,1.48,0,0,0
106.5,9,0,0,0,restaurant,0,4,7,0.8,0,0,0
1350.68,17,3,0,0,gas_station,1,2,1,1.32,0,0,0
43.4,17,5,1,0,retail,0,2,6,1.36,1,0,0
91.79,16,2,0,0,utilities,0,1,1,1.4,0,0,0
75.17,14,3,0,0,retail,0,1,3,1.42,0,0,0
117.82,0,0,0,1,online_shopping,0,3,8,0.7,0,0,0
386.74,22,5,1,0,grocery,0,2,9,1.16,0,0,0
345.71,17,2,0,0,pharmacy,0,3,5,1.18,0,0,0
52.34,15,3,0,0,electronics,1,1,8,1.68,1,0,0
325.24,7,1,0,0,online_shopping,0,1,6,1.02,0,0,0
40.45,14,3,0,0,online_shopping,1,2,6,1.18,0,0,0
32.66,14,3,0,0,restaurant,0,2,9,1.56,0,0,0
321.9,14,4,0,0,gas_station,0,2,6,0.78,0,0,0
138.98,6,3,0,0,electronics,0,1,3,1.01,0,0,0
124.15,12,3,0,0,utilities,0,2,9,1.83,0,0,0
71.16,16,6,1,0,electronics,0,4,9,1.29,1,0,0
23.04,11,6,1,0,utilities,0,1,2,1.24,1,0,0
256.52,16,2,0,0,restaurant,1,2,9,0.73,0,0,0
31.41,12,1,0,0,restaurant,1,2,5,1.99,0,0,0
418.65,12,2,0,0,grocery,0,1,5,0.74,0,0,0
355.66,20,3,0,0,grocery,1,2,1,1.31,0,0,0
545.5,7,2,0,0,online_shopping,0,1,4,1.18,0,0,0
241.49,17,5,1,0,gas_station,0,1,4,1.34,0,0,0
377.69,17,4,0,0,utilities,0,1,8,0.93,0,0,0
122.35,20,2,0,0,grocery,0,1,8,1.65,0,0,0
432.05,7,2,0,0,gas_station,0,1,4,2.0,0,0,0
11.31,17,6,1,0,online_shopping,0,1,7,1.9,0,0,0
47.73,6,6,1,0,grocery,0,1,6,1.09,0,0,0
303.74,14,1,0,0,entertainment,0,2,5,1.69,0,0,0
115.47,13,3,0,0,gas_station,0,1,6,1.63,0,0,0
331.27,5,1,0,0,utilities,0,2,6,1.93,0,0,0
85.9,14,1,0,0,retail,0,2,4,1.95,0,0,0
123.52,8,5,1,0,electronics,0,1,2,1.78,0,0,0
140.89,9,0,0,0,gas_station,0,1,8,1.6,0,0,0
6.55,11,5,1,0,restaurant,0,2,9,1.69,1,0,0
1421.29,16,6,1,0,grocery,0,2,1,1.56,0,0,0
226.54,12,0,0,0,travel,0,4,7,0.9,0,0,0
1098.1,21,6,1,0,travel,0,2,7,0.91,0,0,0
5020.33,1,3,0,1,crypto,1,2,10,21.0,1,1,1
28.51,3,6,1,1,entertainment,0,3,2,1.73,0,0,0
454.02,9,3,0,0,grocery,0,1,3,1.73,0,0,0
198.23,16,5,1,0,electronics,0,1,7,1.59,0,0,0
90.18,19,2,0,0,pharmacy,0,1,2,1.26,0,0,0
184.55,18,0,0,0,travel,0,2,9,0.59,0,0,0
93.3,5,5,1,0,gas_station,0,1,6,0.79,0,0,0
65.7,20,3,0,0,utilities,0,2,2,1.91,0,0,0
147.61,12,0,0,0,grocery,0,3,3,0.92,0,0,0
347.47,14,5,1,0,gas_station,0,2,5,1.17,0,0,0
104.93,19,1,0,0,retail,0,3,3,1.48,0,0,0
142.34,2,4,0,1,entertainment,0,1,3,1.56,0,0,0
2821.88,4,1,0,1,electronics,1,3,4,16.31,1,1,1
135.2,12,2,0,0,electronics,0,1,2,0.62,0,0,0
152.47,17,5,1,0,restaurant,1,2,8,1.13,1,0,0
146.68,15,4,0,0,travel,0,1,7,1.02,0,0,0
106.12,0,4,0,1,retail,0,2,7,0.77,0,0,0
149.71,3,2,0,1,online_shopping,0,2,6,1.8,1,0,0
39.85,11,3,0,0,online_shopping,0,1,4,1.31,0,0,0
87.02,10,6,1,0,restaurant,0,2,8,1.28,0,0,0
50.3,14,1,0,0,online_shopping,0,1,6,1.31,1,0,0
75.61,23,2,0,1,entertainment,0,1,3,0.84,0,0,0
97.46,15,2,0,0,entertainment,0,4,2,0.52,0,0,0
32.24,7,5,1,0,pharmacy,0,1,2,1.19,0,0,0
363.26,16,3,0,0,online_shopping,0,2,2,1.49,0,0,0
296.68,3,4,0,1,utilities,1,1,3,1.34,0,0,0
43.04,11,6,1,0,gas_station,0,1,2,1.11,0,0,0
270.18,18,5,1,0,travel,0,1,3,1.28,1,0,0
57.19,11,6,1,0,retail,0,3,2,1.13,1,0,0
751.59,0,4,0,1,entertainment,0,1,3,1.61,0,0,0
36.0,18,3,0,0,grocery,0,3,3,0.64,0,0,0
160.01,15,2,0,0,grocery,0,1,1,1.83,0,0,0
457.12,13,6,1,0,grocery,0,1,3,1.37,1,0,0
771.78,9,5,1,0,entertainment,0,3,6,1.72,0,0,0
183.14,16,6,1,0,restaurant,0,4,5,1.98,0,0,0
484.99,13,2,0,0,travel,0,3,8,1.97,0,0,0
703.09,1,4,0,1,grocery,0,1,6,1.13,0,0,0
123.5,17,0,0,0,entertainment,0,2,8,1.22,0,0,0
38.62,22,6,1,0,utilities,0,2,1,0.84,1,0,0
16.1,17,0,0,0,grocery,0,1,1,0.64,0,0,0
426.51,22,6,1,0,online_shopping,1,30,38,4.66,0,0,1
46.95,12,4,0,0,gas_station,0,1,2,1.77,0,0,0
48.91,17,0,0,0,gas_station,0,1,6,1.32,0,0,0
44.08,18,5,1,0,grocery,0,3,2,0.51,0,0,0
205.4,18,4,0,0,grocery,0,1,3,1.16,1,0,0
114.51,11,3,0,0,utilities,0,2,4,1.22,0,0,0
138.83,21,2,0,0,utilities,0,2,7,1.02,0,0,0
441.9,17,1,0,0,electronics,0,2,6,1.64,0,0,0
120.73,10,4,0,0,online_shopping,0,1,4,1.5,0,0,0
126.5,11,1,0,0,online_shopping,0,1,3,0.87,0,0,0
537.78,3,6,1,1,travel,0,4,2,1.91,0,0,0
354.98,17,3,0,0,grocery,0,2,5,1.82,0,0,0
117.1,14,1,0,0,online_shopping,0,3,6,0.78,0,0,0
359.56,13,1,0,0,online_shopping,0,1,9,1.39,0,0,0
68.47,20,4,0,0,grocery,0,2,6,1.3,0,0,0
21.05,7,5,1,0,online_shopping,0,1,1,1.32,0,0,0
68.51,11,1,0,0,gas_station,0,3,5,0.93,1,0,0
230.85,6,3,0,0,online_shopping,1,1,9,0.62,0,0,0
452.68,4,0,0,1,travel,0,2,4,0.94,0,0,0
83.95,12,4,0,0,entertainment,1,2,4,0.94,0,0,0
236.42,12,2,0,0,retail,0,1,6,0.98,0,0,0
65.07,8,3,0,0,pharmacy,0,2,2,1.37,0,0,0
112.11,18,3,0,0,pharmacy,0,3,2,1.6,0,0,0
461.02,14,2,0,0,pharmacy,0,1,7,1.94,0,0,0
242.13,8,3,0,0,entertainment,1,3,8,1.93,0,0,0
266.49,14,1,0,0,retail,0,2,4,1.61,0,0,0
257.87,10,0,0,0,online_shopping,0,1,1,0.81,0,0,0
104.4,10,5,1,0,utilities,0,3,6,0.93,1,0,0
29.3,20,0,0,0,gas_station,0,1,8,0.75,0,0,0
106.93,8,6,1,0,retail,0,2,7,1.74,0,0,0
43.79,11,6,1,0,pharmacy,0,1,6,1.45,0,0,0
105.56,14,4,0,0,gas_station,0,2,6,1.43,0,0,0
140.12,17,1,0,0,electronics,0,2,9,1.26,0,0,0
57.97,16,2,0,0,gas_station,0,3,4,0.94,0,0,0
10902.92,6,5,1,0,crypto,0,1,8,26.74,1,1,1
723.54,12,5,1,0,gas_station,0,2,6,0.7,0,0,0
54.53,13,2,0,0,grocery,0,1,6,0.56,0,0,0
480.27,21,6,1,0,online_shopping,0,1,1,0.98,0,0,0
1428.57,17,2,0,0,utilities,0,3,8,1.52,0,0,0
439.84,10,0,0,0,pharmacy,0,1,7,0.85,0,0,0
647.85,17,0,0,0,pharmacy,1,1,8,1.95,0,0,0
412.8,5,4,0,0,utilities,0,2,3,0.77,0,0,0
1160.13,1,5,1,1,travel,1,1,6,2.79,1,0,1
273.62,9,2,0,0,gas_station,0,4,7,1.38,1,0,0
8.14,7,0,0,0,pharmacy,0,2,5,1.5,0,0,0
131.45,10,4,0,0,gas_station,0,1,9,1.58,0,0,0
37.57,6,6,1,0,entertainment,0,1,4,1.16,0,0,0
495.07,10,2,0,0,retail,0,1,6,1.27,0,0,0
